POSTED,PICKUP,TRUCK,DH-O,ORIGIN,DH-D,DESTINATION,TRIP,F/P,RATE,LENGTH,WEIGHT,COMPANY,CONTACT,FACTORING
 05/23 7:46pm , 5/23 , V , 0 ," Houston, TX", — ," Austin, TX", 165 , F , $750 , 53 ," 40,000 ", Big Bird Transportation Inc , Loads2@bigbirdinc.com , Available 
 05/23 7:46pm , 5/23 , V , 68 ," Eagle Lake, TX", — ," Corpus Christi, TX", 181 , F , — , 53 ," 10,000 ", Eshipping , wstewart@eshipping.biz , Available 
 05/23 7:46pm , 5/23 , V , 110 ," Orange, TX", — ," Findlay, OH"," 1,173 ", F , — , 53 ," 43,763 ", XPO Logistics LLC , (888) 300-9381 , Available 
 05/23 7:45pm , 5/23 , V , 0 ," Houston, TX", — ," Weslaco, TX", 346 , F , $525 , 48 ," 43,260 ", Coyote Logistics Llc , (773) 799-2118 , Available 
 05/23 7:45pm , 5/23 , V , 27 ," Baytown, TX", — ," Kilgore, TX", 215 , F , $700 , 53 ," 38,400 ", Coyote Logistics Llc , (773) 799-2118 , Available 
 05/23 7:45pm , 5/23 , V , 19 ," Humble, TX", — ," Austin, TX", 168 , F , $700 , 53 ," 15,000 ", Landstar Ranger Inc , (856) 226-4942 , Available 
 05/23 7:45pm , 5/23 , VT , 144 ," Lake Charles, LA", — ," Arthur, IL", 883 , F , — , 53 ," 40,000 ", Online Freight Service Inc , (651) 468-6868 , Available 
 05/23 7:45pm , 5/23 , V , 38 ," La Marque, TX", — ," Takoma Park, MD"," 1,423 ", P , $850 , 5 ," 2,500 ", Globaltranz/Lps , (480) 291-6518 , Available 
 05/23 7:45pm , 5/23 , V , 165 ," Austin, TX", — ," Orlando, FL"," 1,127 ", P , $650 , 5 ," 2,500 ", Globaltranz/Lps , (480) 291-6518 , Available 
 05/23 7:45pm , 5/23 , V , 19 ," Deer Park, TX", — ," Ft Worth, TX", 286 , F , — , 53 ," 43,000 ", Echo Global Logistics Inc , (214) 710-3745 , Available 
 05/23 7:45pm , 5/23 , V , 153 ," Fairfield, TX", — ," Ft Worth, TX", 119 , F , — , 53 ," 5,000 ", Bedrock Logistics , (469) 909-1278 , Available 
 05/23 7:45pm , 5/23 , V , 29 ," Seabrook, TX", — ," Castroville, CA"," 1,893 ", F , — , — ," 42,000 ", Traffic Tech , (312) 465-1440 , Available 
 05/23 7:45pm , 5/23 , V , 104 ," Silsbee, TX", — ," Ft Worth, TX", 316 , F ," $1,000 ", 53 ," 44,000 ", Ryan Transportation Service Inc , tjung@ryantrans.com , Available 
 05/23 7:45pm , 5/23 , V , 104 ," Silsbee, TX", — ," Ft Worth, TX", 316 , F ," $1,000 ", 53 ," 44,000 ", Ryan Transportation Service Inc , (913) 553-5441 , Available 
 05/23 7:45pm , 5/23 , VR , 126 ," Victoria, TX", — ," Waxahachie, TX", 270 , F , $800 , 53 ," 40,000 ", Ryan Transportation Service Inc , tjung@ryantrans.com , Available 
 05/23 7:45pm , 5/23 , V , 104 ," Silsbee, TX", — ," Ft Worth, TX", 316 , F ," $1,000 ", 53 ," 44,000 ", Ryan Transportation Service Inc , (913) 553-5441 , Available 
 05/23 7:45pm , 5/23 , V , 96 ," Schulenburg, TX", — ," Davie, FL"," 1,259 ", F , — , 53 ," 22,832 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:45pm , 5/23 , V , 0 ," Houston, TX", — ," Ft Worth, TX", 270 , F , $650 , 53 ," 40,000 ", Patriot Transport Services Inc , allen@patriottransportservices.com , Unavailable 
 05/23 7:45pm , 5/23 , V , 15 ," Pasadena, TX", — ," Waco, TX", 199 , F , — , 53 ," 44,000 ", ArcBest Logistics Inc , (877) 930-4443 , Available 
 05/23 7:45pm , 5/23 , V , 0 ," Houston, TX", — ," The Colony, TX", 268 , F , — , 53 ," 42,500 ", Landstar Ranger , (281) 807-5567 , Available 
 05/23 7:45pm , 5/23 , VR , 26 ," La Porte, TX", — ," El Paso, TX", 770 , F , — , 53 ," 35,000 ", Landstar Ranger , (956) 340-4321 , Available 
 05/23 7:45pm , 5/23 , V , 0 ," Houston, TX", — ," Dallas, TX", 241 , F , — , 53 ," 40,000 ", Bronco Transportation Services LLC , (313) 887-0648 , Unavailable 
 05/23 7:45pm , 5/23 , V , 0 ," Houston, TX", — ," Dallas, TX", 241 , F , $700 , 53 ," 40,000 ", Bronco Transportation Services LLC , (313) 960-4121 , Unavailable 
 05/23 7:45pm , 5/23 , V , 0 ," Houston, TX", — ," Morris, IL"," 1,022 ", F ," $2,600 ", 53 ," 22,000 ", Circle Logistics Inc , (260) 203-0045 x7851 , Available 
 05/23 7:45pm , 5/23 , VR , 0 ," Houston, TX", — ," Cleveland, OH"," 1,309 ", F , — , 48 ," 40,000 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:45pm , 5/23 , VR , 0 ," Houston, TX", — ," Toledo, OH"," 1,246 ", F , — , 48 ," 40,000 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:45pm , 5/23 , V , 110 ," Orange, TX", — ," Findlay, OH"," 1,173 ", F , — , 53 ," 43,763 ", XPO Logistics LLC , (888) 300-9381 , Available 
 05/23 7:45pm , 5/23 , VR , 0 ," Houston, TX", — ," Dallas, TX", 241 , F , $602 , 53 ," 25,773 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:45pm , 5/23 , V , 168 ," Temple, TX", — ," Maywood, CA"," 1,441 ", F , — , 53 ," 42,500 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:45pm , 5/23 , V , 0 ," Houston, TX", — ," El Paso, TX", 744 , F , — , 53 ," 34,681 ", Whitacre Logistics Services/Whitacre Logistics , (832) 534-8555 x1 , Available 
 05/23 7:44pm , 5/23 , V , 0 ," Houston, TX", — ," Hidalgo, TX", 355 , F , — , 53 ," 40,000 ", Best Bay Logistics Inc , kevin.johnson@bestbaylogistics.com , Available 
 05/23 7:44pm , 5/23 , V , 168 ," Temple, TX", — ," N Little Rock, AR", 448 , F , $900 , 48 ," 43,000 ", Net Logistics Llc , (315) 228-1176 , Available 
 05/23 7:44pm , 5/23 , V , 0 ," Houston, TX", — ," Nacogdoches, TX", 141 , F , $525 , 53 ," 44,000 ", Uber Freight Llc , (872) 703-8346 , Available 
 05/23 7:44pm , 5/23 , V , 0 ," Houston, TX", — ," Tyler, TX", 205 , F , — , 53 ," 44,000 ", Uber Freight Llc , (872) 703-8346 , Available 
 05/23 7:44pm , 5/23 , V , 0 ," Houston, TX", — ," Arlington, TX", 257 , F , $700 , 52 ," 44,380 ", Beemac Logistics , (205) 206-9376 , Available 
 05/23 7:43pm , 5/23 , V , 19 ," Humble, TX", — ," Brownsville, TX", 373 , F , — , 53 ," 10,000 ", Fastmore Logistics LLC , connor.voss@fastmore.com , Available 
 05/23 7:43pm , 5/23 , V , 197 ," San Antonio, TX", — ," Lakeland, FL"," 1,173 ", F ," $3,600 ", 53 ," 20,000 ", Kenco Transportation , (303) 903-3870 , Available 
 05/23 7:43pm , 5/23 , V , 175 ," Belton, TX", — ," Dallas, TX", 138 , F , — , 53 ," 42,003 ", Pepsi Logistics Company Inc , (469) 897-5782 , Available 
 05/23 7:43pm , 5/23 , VR , 197 ," San Antonio, TX", — ," Abilene, TX", 258 , F , — , 53 ," 43,809 ", Pepsi Logistics Company Inc , (469) 897-5782 , Available 
 05/23 7:42pm , 5/23 , V , 141 ," Westlake, LA", — ," San Jose, CA"," 2,024 ", F ," $4,000 ", 53 ," 39,000 ", Landstar Ranger Inc , (870) 650-4080 , Available 
 05/23 7:42pm , 5/23 , V , 141 ," Westlake, LA", — ," San Jose, CA"," 2,024 ", F ," $4,000 ", 53 ," 39,000 ", Landstar Ranger Inc , greg@lhtagency.com , Available 
 05/23 7:42pm , 5/23 , V , 0 ," Houston, TX", — ," Llano, TX", 236 , F , $850 , 53 ," 45,000 ", Emerge Transportation , (602) 635-1340 , Available 
 05/23 7:42pm , 5/23 , V , 0 ," Houston, TX", — ," Llano, TX", 236 , F , $850 , 53 ," 45,000 ", Emerge Transportation , (602) 635-1340 , Available 
 05/23 7:42pm , 5/23 , V , 0 ," Houston, TX", — ," Wichita Falls, TX", 388 , F ," $1,200 ", 53 ," 45,000 ", Emerge Transportation , (602) 635-1340 , Available 
 05/23 7:42pm , 5/23 , V , 0 ," Houston, TX", — ," Wichita Falls, TX", 388 , F ," $1,200 ", 53 ," 45,000 ", Emerge Transportation , (602) 635-1340 , Available 
 05/23 7:42pm , 5/23 , V , 0 ," Houston, TX", — ," Wichita Falls, TX", 388 , F ," $1,200 ", 53 ," 45,000 ", Emerge Transportation , (602) 635-1340 , Available 
 05/23 7:42pm , 5/23 , V , 0 ," Houston, TX", — ," Llano, TX", 236 , F , $850 , 53 ," 45,000 ", Emerge Transportation , (602) 635-1340 , Available 
 05/23 7:42pm , 5/23 , V , 0 ," Houston, TX", — ," Dallas, TX", 241 , F , $800 , 53 ," 41,000 ", Allen Lund Company , doug.plantada@allenlund.com , Available 
 05/23 7:42pm , 5/23 , V , 0 ," Houston, TX", — ," Dallas, TX", 241 , F , $800 , 53 ," 41,000 ", Allen Lund Company , (800) 300-5863 , Available 
 05/23 7:42pm , 5/23 , V , 0 ," Houston, TX", — ," Dallas, TX", 241 , F , $800 , 53 ," 41,820 ", Allen Lund Company , (800) 300-5863 , Available 
 05/23 7:42pm , 5/23 , V , 0 ," Houston, TX", — ," Nashville, TN", 784 , F , — , 53 ," 44,000 ", Nolan Transportation Group Inc , (470) 977-2491 , Available 
 05/23 7:41pm , 5/23 , V , 0 ," Houston, TX", — ," Forney, TX", 254 , F , — , 53 ," 44,000 ", Landstar Ranger Inc , (254) 324-7914 , Available 
 05/23 7:41pm , 5/23 , V , 165 ," Austin, TX", — ," San Jose, CA"," 1,718 ", F ," $3,300 ", 53 ," 43,000 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:41pm , 5/23 , V , 141 ," Westlake, LA", — ," San Jose, CA"," 2,024 ", F , — , 53 ," 38,000 ", Landstar Ranger Inc , (469) 945-7575 , Available 
 05/23 7:41pm , 5/23 , V , 135 ," Gonzales, TX", — ," Houston, TX", 135 , F , — , 53 ," 41,000 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:40pm , 5/23 , V , 0 ," Houston, TX", — ," Cuyahoga Hts, OH"," 1,305 ", F , — , 48 ," 40,000 ", Total Quality Logistics Inc , (800) 580-3101 x51894 , Available 
 05/23 7:40pm , 5/23 , VR , 0 ," Houston, TX", — ," El Paso, TX", 744 , F , — , 53 ," 44,000 ", Circle Logistics Inc , matthew.laveille@circledelivers.com , Available 
 05/23 7:40pm , 5/23 , V , 0 ," Houston, TX", — ," Weslaco, TX", 346 , F , $525 , 48 ," 43,320 ", Coyote Logistics Llc , (773) 799-2118 , Available 
 05/23 7:40pm , 5/23 , V , 168 ," Temple, TX", — ," Lubbock, TX", 369 , F , — , 53 , — , Coyote Logistics Llc , (773) 799-2118 , Available 
 05/23 7:40pm , 5/23 , V , 168 ," Temple, TX", — ," Lubbock, TX", 369 , F , — , 53 , — , Coyote Logistics Llc , (773) 799-2118 , Available 
 05/23 7:40pm , 5/23 , V , 19 ," Humble, TX", — ," Dresden, TN", 670 , F , — , 53 ," 25,000 ", Landstar Ranger Inc , (667) 217-5141 , Available 
 05/23 7:40pm , 5/23 , V , 30 ," Katy, TX", — ," Medley, FL"," 1,205 ", F , — , 53 ," 43,850 ", Landstar Ranger Inc , (954) 801-7767 , Available 
 05/23 7:40pm , 5/23 , V , 117 ," Crockett, TX", — ," Los Angeles, CA"," 1,582 ", F , — , 53 ," 44,000 ", Landstar Ranger Inc , (615) 985-5320 , Available 
 05/23 7:40pm , 5/23 , V , 122 ," Pt Comfort, TX", — ," El Paso, TX", 702 , F , — , 53 ," 44,000 ", Landstar Ranger Inc , (412) 214-0134 , Available 
 05/23 7:40pm , 5/23 , V , 122 ," Pt Comfort, TX", — ," New Braunfels, TX", 145 , F , — , 53 ," 44,000 ", Landstar Ranger Inc , (412) 214-0134 , Available 
 05/23 7:40pm , 5/23 , V , 19 ," Humble, TX", — ," Austin, TX", 168 , F , — , 53 ," 15,000 ", Landstar Ranger Inc , (856) 226-4942 , Available 
 05/23 7:40pm , 5/23 , V , 165 ," Austin, TX", — ," Lakeland, FL"," 1,141 ", F ," $2,900 ", 53 ," 10,000 ", SUNTECK TRANSPORT CO LLC , cblackney@ardentx.com , Available 
 05/23 7:40pm , 5/23 , V , 41 ," Conroe, TX", — ," Lakeland, FL"," 1,015 ", F ," $2,900 ", 53 ," 10,000 ", SUNTECK TRANSPORT CO LLC , (904) 517-5288 , Available 
 05/23 7:40pm , 5/23 , V , 168 ," Temple, TX", — ," Commerce, CA"," 1,439 ", F ," $2,368 ", 53 ," 42,500 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:40pm , 5/23 , V , 27 ," Baytown, TX", — ," Hialeah Grdns, FL"," 1,167 ", F ," $3,300 ", 53 ," 44,000 ", Landstar Inway , (870) 298-4596 , Available 
 05/23 7:40pm , 5/23 , V , 197 ," San Antonio, TX", — ," Dayton, OH"," 1,258 ", P ," $2,400 ", 15 ," 8,000 ", Flock Freight Inc , (858) 295-7802 , Available 
 05/23 7:40pm , 5/23 , V , 197 ," San Antonio, TX", — ," Dayton, OH"," 1,258 ", P ," $1,600 ", 15 ," 7,500 ", Flock Freight Inc , (858) 295-7802 , Available 
 05/23 7:40pm , 5/23 , V , 15 ," Pasadena, TX", — ," Van Horn, TX", 626 , F , — , 53 ," 44,650 ", Taylor Logistics Inc , (513) 252-3348 , Available 
 05/23 7:40pm , 5/23 , VR , 186 ," Corsicana, TX", — ," Jacksonville, FL", 981 , F ," $2,150 ", 53 ," 30,000 ", Act Brokerage Inc , (813) 625-5592 , Available 
 05/23 7:39pm , 5/23 , VR , 0 ," Houston, TX", — ," Flower Mound, TX", 270 , F , $700 , 53 ," 15,000 "," Total Quality Logistics, Inc ", (800) 580-3101 x63174 , Available 
 05/23 7:39pm , 5/23 , VR , 0 ," Houston, TX", — ," Flower Mound, TX", 270 , F , $700 , 53 ," 15,000 "," Total Quality Logistics, Inc ", (800) 580-3101 x63174 , Available 
 05/23 7:39pm , 5/23 , V , 0 ," Houston, TX", — ," Mesquite, TX", 242 , F ," $1,000 ", 53 ," 42,000 ", Prosponsive Logistics , (678) 686-0933 x4042 , Available 
 05/23 7:39pm , 5/23 , V , 0 ," Houston, TX", — ," Belleville, IL", 798 , F ," $1,800 ", 53 ," 14,574 ", Nolan Transportation Group Inc , (312) 262-7264 , Available 
 05/23 7:39pm , 5/23 , V , 0 ," Houston, TX", — ," Trumann, AR", 581 , F , — , 53 ," 45,000 ", Shine Logistics LLC , (916) 306-0119 , Unavailable 
 05/23 7:39pm , 5/23 , V , 0 ," Houston, TX", — ," Ft Worth, TX", 270 , F , — , 53 ," 45,000 ", Shine Logistics LLC , (916) 306-0119 , Unavailable 
 05/23 7:39pm , 5/23 , V , 0 ," Houston, TX", — ," Dallas, TX", 241 , F , — , 53 ," 45,000 ", Shine Logistics LLC , (916) 306-0119 , Unavailable 
 05/23 7:39pm , 5/23 , V , 197 ," San Antonio, TX", — ," Gilroy, CA"," 1,659 ", F , — , 53 ," 40,000 ", TransCorr/Venture Connect Llc , micarriersalesspotmarket@venturelogistics.com , Available 
 05/23 7:38pm , 5/23 , V , 135 ," Sulphur, LA", — ," Orange, TX", 26 , F , — , 53 ," 43,500 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:38pm , 5/23 , V , 165 ," Mexia, TX", — ," Little Rock, AR", 399 , F , — , 53 ," 45,000 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:38pm , 5/23 , V , 197 ," San Antonio, TX", — ," Odessa, TX", 340 , F ," $1,300 ", 53 ," 39,000 ", XPO Logistics LLC , thomas.marshall@xpo.com , Available 
 05/23 7:38pm , 5/23 , V , 168 ," Temple, TX", — ," Cleburne, TX", 96 , F , $600 , 53 ," 45,200 ", Edge Logistics Llc , (312) 319-4766 x1 , Available 
 05/23 7:38pm , 5/23 , VR , 197 ," San Antonio, TX", — ," New Caney, TX", 227 , F , — , 53 ," 45,200 ", Edge Logistics Llc , (312) 319-4766 x1 , Available 
 05/23 7:38pm , 5/23 , V , 0 ," Houston, TX", — ," Alameda, CA"," 1,911 ", F , — , 53 ," 42,382 ", Evans Transportation Services Inc , (952) 213-4230 , Available 
 05/23 7:38pm , 5/23 , VR , 197 ," San Antonio, TX", — ," Houston, TX", 197 , F , — , 53 ," 45,200 ", Edge Logistics Llc , (312) 319-4766 x1 , Available 
 05/23 7:38pm , 5/23 , VR , 197 ," San Antonio, TX", — ," New Caney, TX", 227 , F , — , 53 ," 45,200 ", Edge Logistics Llc , (312) 319-4766 x1 , Available 
 05/23 7:38pm , 5/23 , V , 197 ," San Antonio, TX", — ," Gilroy, CA"," 1,659 ", F , — , 53 ," 40,000 ", TransCorr/Venture Connect Llc , micarriersalesspotmarket@venturelogistics.com , Available 
 05/23 7:37pm , 5/23 , V , 197 ," San Antonio, TX", — ," McAllen, TX", 240 , F , $750 , 53 ," 25,000 ", SEL SUPPLY CHAIN SOLUTIONS LLC , (615) 590-8744 , Available 
 05/23 7:37pm , 5/23 , VR , 0 ," Houston, TX", — ," Flower Mound, TX", 270 , F , $705 , 53 ," 25,700 ", Total Quality Logistics Inc , (800) 580-3101 x63499 , Available 
 05/23 7:37pm , 5/23 , V , 0 ," Houston, TX", — ," Forney, TX", 254 , F , — , 53 ," 44,000 ", Scott Logistics Corporation , (256) 273-7299 , Available 
 05/23 7:37pm , 5/23 , VR , 26 ," La Porte, TX", — ," Dallas, TX", 265 , F , — , 48 ," 43,300 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:37pm , 5/23 , VR , 186 ," Waco, TX", — ," Joliet, IL", 988 , F , — , 53 ," 43,500 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:36pm , 5/23 , VR , 27 ," Baytown, TX", — ," El Paso, TX", 769 , F , — , 48 ," 39,337 ", Ch Robinson Company , (833) 428-5247 , Available 
 05/23 7:36pm , 5/23 , V , 15 ," Pasadena, TX", — ," Dallas, TX", 254 , F , — , 53 ," 40,000 ", Liberty Solutions Logistics Llc , (513) 964-0075 , Available 
 05/23 7:36pm , 5/23 , V , 120 ," Lufkin, TX", — ," Pt Comfort, TX", 241 , F , $700 , 53 ," 32,000 ", Arrive Logistics , tcavalieri@arrivelogistics.com , Available 
 05/23 7:36pm , 5/23 , V , 120 ," Lufkin, TX", — ," Pt Comfort, TX", 241 , F , $700 , 53 ," 32,000 ", Arrive Logistics , tcavalieri@arrivelogistics.com , Available 
 05/23 7:36pm , 5/23 , V , 0 ," Houston, TX", — ," Dallas, TX", 241 , F , $700 , 53 ," 45,000 ", Logistic Group Of America , (877) 220-3169 , Available 
 05/23 7:36pm , 5/23 , V , 0 ," Houston, TX", — ," Trumann, AR", 581 , F , — , 53 ," 45,000 ", Logistic Group Of America , (877) 220-3169 , Available 
 05/23 7:36pm , 5/23 , V , 0 ," Houston, TX", — ," Ft Worth, TX", 270 , F , $700 , 53 ," 45,000 ", Logistic Group Of America , (877) 220-3169 , Available 
 05/23 7:36pm , 5/23 , V , 168 ," Temple, TX", — ," Texarkana, TX", 306 , F , — , 53 ," 40,000 ", Total Quality Logistics Inc , (800) 580-3101 x55042 , Available 
 05/23 7:36pm , 5/23 , V , 28 ," Spring, TX", — ," Laredo, TX", 373 , F , — , 53 ," 43,000 ", Washington Freight Ways Inc , (206) 385-4329 , Unavailable 
 05/23 7:36pm , 5/23 , V , 91 ," Port Arthur, TX", — ," Laredo, TX", 444 , F , $900 , 53 ," 42,000 ", Bba Logistics Llc , (702) 780-1075 , Unavailable 
 05/23 7:36pm , 5/23 , VF , 52 ," Sealy, TX", — ," Amarillo, TX", 583 , F , — , 48 ," 40,000 ", Ari Logistics Llc , (773) 832-8600 , Available 
 05/23 7:36pm , 5/23 , VF , 137 ," Elgin, TX", — ," Lubbock, TX", 398 , F , — , 48 ," 40,000 ", Ari Logistics Llc , (773) 832-8600 , Available 
 05/23 7:36pm , 5/23 , VF , 52 ," Sealy, TX", — ," Lubbock, TX", 496 , F , — , 48 ," 40,000 ", Ari Logistics Llc , (773) 832-8600 , Available 
 05/23 7:36pm , 5/23 , VF , 52 ," Sealy, TX", — ," San Angelo, TX", 356 , F , — , 48 ," 40,000 ", Ari Logistics Llc , (773) 832-8600 , Available 
 05/23 7:36pm , 5/23 , VF , 52 ," Sealy, TX", — ," San Angelo, TX", 356 , F , — , 48 ," 40,000 ", Ari Logistics Llc , (773) 832-8600 , Available 
 05/23 7:36pm , 5/23 , V , 27 ," Baytown, TX", — ," Brownsville, TX", 379 , F , — , 53 ," 44,000 ", Trans-Pro Logistic Inc , (514) 858-6482 x5119 , Available 
 05/23 7:36pm , 5/23 , V , 26 ," La Porte, TX", — ," Tyler, TX", 223 , F , — , 53 ," 33,608 ", XPO Logistics LLC , giang.tran@xpo.com , Available 
 05/23 7:35pm , 5/23 , V , 186 ," Corsicana, TX", — ," Ft Worth, TX", 87 , F , — , 53 ," 30,000 ", BCB Transport LLC , (817) 728-5525 , Available 
 05/23 7:35pm , 5/23 , VA , 27 ," Baytown, TX", — ," Broadview, IL"," 1,110 ", P , — , 18 ," 14,500 ", Mardi Transportation Inc , (708) 482-4622 , Unavailable 
 05/23 7:35pm , 5/23 , V , 175 ," Belton, TX", — ," Dallas, TX", 138 , F , $750 , 53 ," 42,003 ", Pepsi Logistics Company Inc , (469) 897-5693 , Available 
 05/23 7:35pm , 5/23 , VR , 197 ," San Antonio, TX", — ," Abilene, TX", 258 , F ," $1,400 ", 53 ," 45,500 ", Pepsi Logistics Company Inc , (469) 897-5693 , Available 
 05/23 7:35pm , 5/23 , VR , 0 ," Houston, TX", — ," Little Rock, AR", 439 , F ," $1,500 ", 48 ," 45,499 ", Coyote Logistics Llc , (773) 799-2118 , Available 
 05/23 7:35pm , 5/23 , V , 0 ," Houston, TX", — ," Hidalgo, TX", 355 , F , $500 , 53 ," 40,000 ", Landstar Ranger Inc , nathan@shipmvp.com , Available 
 05/23 7:35pm , 5/23 , V , 0 ," Houston, TX", — ," Hidalgo, TX", 355 , F , $500 , 53 ," 40,000 ", Landstar Ranger Inc , (479) 378-5787 , Available 
 05/23 7:35pm , 5/23 , VR , 0 ," Houston, TX", — ," Houston, TX", 0 , F , — , 48 ," 40,824 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:35pm , 5/23 , V , 15 ," Pasadena, TX", — ," Ft Smith, AR", 530 , F , — , 53 ," 20,000 ", Landstar Ligon , (713) 714-4671 , Available 
 05/23 7:35pm , 5/23 , V , 0 ," Houston, TX", — ," Nashville, TN", 784 , F ," $1,800 ", 53 ," 2,300 ", North Eastern Freight Inc , margaret@northeasternfreightinc.com , Unavailable 
 05/23 7:35pm , 5/23 , VR , 0 ," Houston, TX", — ," Flower Mound, TX", 270 , F , $700 , 53 ," 25,687 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:35pm , 5/23 , V , 117 ," Crockett, TX", — ," Los Angeles, CA"," 1,582 ", F , — , 53 ," 44,000 ", Landstar Ranger Inc , (615) 985-5320 , Available 
 05/23 7:35pm , 5/23 , V , 0 ," Houston, TX", — ," Oakland, CA"," 1,913 ", F , — , 48 ," 45,000 ", ROXANA MACEDON INC , (630) 348-9998 , Unavailable 
 05/23 7:35pm , 5/23 , V , 0 ," Houston, TX", — ," Laredo, TX", 353 , F , — , 53 ," 43,000 ", Washington Freight Ways Inc , (206) 385-4329 , Unavailable 
 05/23 7:35pm , 5/23 , V , 135 ," Sulphur, LA", — ," Orange, TX", 26 , F , — , 53 ," 43,500 ", Total Quality Logistics Inc , DHuggins@tql.com , Available 
 05/23 7:34pm , 5/23 , VR , 0 ," Houston, TX", — ," Longview, TX", 211 , F , $750 , 53 ," 44,000 ", Archerhub , loadinfo@archerhub.com , Available 
 05/23 7:34pm , 5/23 , VR , 0 ," Houston, TX", — ," Odessa, TX", 535 , F ," $1,350 ", 53 ," 44,000 ", Archerhub , loadinfo@archerhub.com , Available 
 05/23 7:34pm , 5/23 , VR , 0 ," Houston, TX", — ," Texarkana, TX", 294 , F , $800 , 53 ," 44,000 ", Archerhub , loadinfo@archerhub.com , Available 
 05/23 7:34pm , 5/23 , V , 144 ," Lake Charles, LA", — ," Ennis, TX", 346 , F , — , 53 ," 40,000 "," Avenue Logistics, LLC ", (773) 945-1058 , Available 
 05/23 7:33pm , 5/23 , V , 0 ," Houston, TX", — ," Richmond, CA"," 1,925 ", F , — , 53 ," 15,000 ", Logistics In Vision Enterprises Inc , (630) 755-0044 , Available 
 05/23 7:32pm , 5/23 , V , 19 ," Humble, TX", — ," Midland, TX", 556 , F ," $1,600 ", 53 ," 40,000 ", Meadow Lark Agency , (406) 237-0873 , Available 
 05/23 7:32pm , 5/23 , V , 141 ," Westlake, LA", — ," Houston, TX", 141 , F , $700 , 53 ," 44,000 ", Axle Logistics Llc , Ryan.moor@axlelogistics.com , Available 
 05/23 7:32pm , 5/23 , V , 197 ," San Antonio, TX", — ," Tampa, FL"," 1,175 ", F , — , 53 ," 43,000 ", Jear Logistics LLC , (843) 884-2626 x263 , Available 
 05/23 7:32pm , 5/23 , V , 197 ," San Antonio, TX", — ," Tampa, FL"," 1,175 ", F , — , 53 ," 43,000 ", Jear Logistics LLC , heywardb@jearlogistics.com , Available 
 05/23 7:32pm , 5/23 , V , 0 ," Houston, TX", — ," El Paso, TX", 744 , F ," $1,700 ", 53 ," 22,000 ", Arrive Logistics , (737) 234-3997 , Available 
 05/23 7:32pm , 5/23 , V , 0 ," Houston, TX", — ," Dallas, TX", 241 , F , — , 53 ," 45,000 ", AOK Freight LLC , (816) 301-6226 x2025 , Available 
 05/23 7:32pm , 5/23 , V , 0 ," Houston, TX", — ," Ft Worth, TX", 270 , F , — , 53 ," 45,000 ", AOK Freight LLC , (816) 301-6226 x2025 , Available 
 05/23 7:32pm , 5/23 , V , 0 ," Houston, TX", — ," Trumann, AR", 581 , F , — , 53 ," 45,000 ", AOK Freight LLC , (816) 301-6226 x2025 , Available 
 05/23 7:32pm , 5/23 , V , 0 ," Houston, TX", — ," Dickinson, TX", 30 , F , — , 53 ," 45,000 ", AOK Freight LLC , (816) 301-6226 x2025 , Available 
 05/23 7:32pm , 5/23 , V , 165 ," Austin, TX", — ," El Paso, TX", 576 , F , — , 53 ," 44,500 ", Interglobal Logistics Inc , (915) 591-2999 , Unavailable 
 05/23 7:31pm , 5/23 , V , 175 ," Georgetown, TX", — ," El Paso, TX", 603 , F , — , 53 ," 44,500 ", Interglobal Logistics Inc , (915) 591-2999 , Unavailable 
 05/23 7:31pm , 5/23 , V , 15 ," Pasadena, TX", — ," Itasca, TX", 239 , F , $800 , 53 ," 45,000 ", Landstar Ranger Inc , (870) 650-4202 , Available 
 05/23 7:31pm , 5/23 , V , 168 ," Round Rock, TX", — ," Camarillo, CA"," 1,445 ", F ," $2,800 ", 53 ," 40,000 ", Ryan Transportation Service Inc , ssullivan@ryantrans.com , Available 
 05/23 7:31pm , 5/23 , V , 73 ," Brenham, TX", — ," Lewisville, TX", 230 , F , $700 , 53 ," 42,000 ", Ascent Global Logistics Llc , (732) 903-8982 , Available 
 05/23 7:31pm , 5/23 , V , 21 ," Sugar Land, TX", — ," Springdale, AR", 601 , F , — , 53 , 1 , Viking Transportation Company Llc , (662) 407-0157 , Available 
